customer_id,segment,segment_strategy,churn_probability,churn_strategy
TT-21265,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
TT-21460,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
TW-21025,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
TZ-21580,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
VB-21745,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
VD-21670,Low Value,💰 High potential – low frequency but high order value,1.0,🚨 High churn risk – send personalized retention offer
VF-21715,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
VG-21790,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
VG-21805,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.99,🚨 High churn risk – send personalized retention offer
VM-21685,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
VM-21835,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
VP-21730,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.01,✅ Low churn risk – maintain engagement
VP-21760,High Value,🎯 Target with loyalty rewards to maintain strong sales,0.0,✅ Low churn risk – maintain engagement
VS-21820,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
VT-21700,Medium Value,"⚡ Upsell/cross-sell opportunities – high frequency, moderate value",1.0,🚨 High churn risk – send personalized retention offer
VW-21775,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
WB-21850,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
XP-21865,Low Value,💰 High potential – low frequency but high order value,0.02,✅ Low churn risk – maintain engagement
YC-21895,Low Value,💰 High potential – low frequency but high order value,0.03,✅ Low churn risk – maintain engagement
YS-21880,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
ZC-21910,Low Value,💰 High potential – low frequency but high order value,0.0,✅ Low churn risk – maintain engagement
ZD-21925,High Value,🎯 Target with loyalty rewards to maintain strong sales,1.0,🚨 High churn risk – send personalized retention offer
